Mask_Name,Coverage_Percentage
05711.png,27.8111
05712.png,20.0508
05713.png,22.0558
05714.png,26.1646
05715.png,28.0552
05716.png,21.2887
05717.png,22.2122
05718.png,24.2229
05719.png,27.1954
05720.png,22.2107
05721.png,24.2805
05722.png,25.3246
05723.png,29.1599
05724.png,23.4436
05725.png,24.6258
05726.png,21.4687
05727.png,21.3165
05728.png,28.6484
05729.png,23.4200
05730.png,28.9986
05731.png,20.6558
05732.png,22.1661
05733.png,29.6494
05734.png,21.4493
05735.png,20.8569
05736.png,28.9562
05737.png,25.7858
05738.png,27.7500
05739.png,23.6389
05740.png,22.3427
05741.png,29.2561
05742.png,24.4881
05743.png,24.2405
05744.png,29.9400
05745.png,22.3385
05746.png,23.4280
05747.png,20.5597
05748.png,25.7919
05749.png,24.4877
05750.png,21.8708
05751.png,20.6116
05752.png,28.9188
05753.png,29.0390
05754.png,26.5278
05755.png,23.1461
05756.png,22.8508
05757.png,24.9790
05758.png,25.1228
05759.png,28.1090
05760.png,21.4264
05761.png,26.2543
05762.png,23.4985
05763.png,29.2873
05764.png,22.8794
05765.png,26.4572
05766.png,26.7433
05767.png,27.2972
05768.png,21.0461
05769.png,29.7710
05770.png,29.0413
05771.png,27.1721
05772.png,23.6839
05773.png,29.3949
05774.png,29.7363
05775.png,21.7438
05776.png,23.8388
05777.png,25.8862
05778.png,27.6909
05779.png,28.6694
05780.png,21.4539
05781.png,24.0013
05782.png,25.2552
05783.png,28.4367
05784.png,27.2987
05785.png,25.1434
05786.png,22.4636
05787.png,27.7111
05788.png,29.8286
05789.png,29.9255
05790.png,25.1263
05791.png,22.6521
05792.png,28.1681
05793.png,23.5111
05794.png,25.3822
05795.png,24.0540
05796.png,22.9801
05797.png,27.5272
05798.png,24.3782
05799.png,25.8472
05800.png,20.4365
05801.png,28.8506
05802.png,23.2296
05803.png,29.1660
05804.png,26.9623
05805.png,28.9631
05806.png,29.2919
05807.png,20.4414
05808.png,24.1299
05809.png,21.1647
05810.png,24.8405
05811.png,28.0308
05812.png,25.2949
05813.png,26.5987
05814.png,20.0932
05815.png,23.0980
05816.png,22.9164
05817.png,22.4575
05818.png,21.9353
05819.png,20.3876
05820.png,24.9866
05821.png,25.4559
05822.png,23.3391
05823.png,24.5296
05824.png,26.7159
05825.png,22.0615
05826.png,26.6956
05827.png,29.1092
05828.png,23.6294
05829.png,27.1183
05830.png,26.5694
05831.png,27.7386
05832.png,29.8615
05833.png,21.8216
05834.png,27.0844
05835.png,26.6743
05836.png,27.4002
05837.png,22.3778
05838.png,23.9025
05839.png,29.7756
05840.png,22.8477
05841.png,26.1879
05842.png,21.1365
05843.png,29.9080
05844.png,20.3861
05845.png,25.3296
05846.png,28.6533
05847.png,28.6961
05848.png,26.7746
05849.png,21.5450
05850.png,23.2254
05851.png,22.5674
05852.png,28.8483
05853.png,24.2821
05854.png,29.5513
05855.png,24.0616
05856.png,22.0451
05857.png,21.7148
05858.png,23.1815
05859.png,22.0032
05860.png,20.6360
05861.png,25.6016
05862.png,24.2004
05863.png,20.6364
05864.png,25.9102
05865.png,27.7569
05866.png,29.2839
05867.png,23.9105
05868.png,27.0870
05869.png,25.8511
05870.png,27.0180
05871.png,29.6341
05872.png,28.3955
05873.png,27.6550
05874.png,23.2079
05875.png,27.7637
05876.png,20.4311
05877.png,23.3555
05878.png,26.1040
05879.png,24.6727
05880.png,20.8004
05881.png,21.5561
05882.png,23.0415
05883.png,25.9624
05884.png,26.9619
05885.png,21.0537
05886.png,27.5124
05887.png,27.7309
05888.png,23.2738
05889.png,23.4558
05890.png,21.2360
05891.png,27.5196
05892.png,20.2011
05893.png,22.6723
05894.png,21.2791
05895.png,27.1908
05896.png,26.4988
05897.png,24.5163
05898.png,26.3340
05899.png,25.2983
05900.png,25.5508
05901.png,20.5376
05902.png,23.5413
05903.png,20.1035
05904.png,28.7754
05905.png,26.0162
05906.png,28.1097
05907.png,24.0124
05908.png,22.0432
05909.png,28.5069
05910.png,26.0719
05911.png,26.2165
05912.png,21.4115
05913.png,21.9322
05914.png,23.6698
05915.png,26.3874
05916.png,26.3367
05917.png,23.6137
05918.png,29.4167
05919.png,22.1416
05920.png,23.0667
05921.png,26.2493
05922.png,29.8538
05923.png,27.6386
05924.png,24.8909
05925.png,24.2207
05926.png,21.3066
05927.png,29.9423
05928.png,20.3979
05929.png,29.3350
05930.png,20.5853
05931.png,23.9754
05932.png,29.4472
05933.png,24.5750
05934.png,22.4976
05935.png,20.1855
05936.png,25.6577
05937.png,25.4635
05938.png,26.6975
05939.png,25.4704
05940.png,23.5043
05941.png,28.5694
05942.png,22.8481
05943.png,25.7599
05944.png,28.0354
05945.png,20.1115
05946.png,21.8124
05947.png,20.3030
05948.png,24.4144
05949.png,22.0928
05950.png,22.3274
05951.png,24.5140
05952.png,25.3082
05953.png,22.8115
05954.png,29.5368
05955.png,21.2727
05956.png,26.4088
05957.png,22.6746
05958.png,25.9434
05959.png,27.3643
05960.png,21.0381
05961.png,29.0768
05962.png,22.5155
05963.png,23.8914
05964.png,20.0153
05965.png,21.6057
05966.png,25.5455
05967.png,21.6915
05968.png,22.9992
05969.png,24.5369
05970.png,23.2861
05971.png,27.9896
05972.png,20.9389
05973.png,20.0005
05974.png,23.2162
05975.png,21.1632
05976.png,23.3349
05977.png,25.6615
05978.png,23.1422
05979.png,22.2210
05980.png,28.6976
05981.png,24.2897
05982.png,28.8078
05983.png,29.2213
05984.png,20.5738
05985.png,22.4941
05986.png,22.3003
05987.png,26.2356
05988.png,25.2918
05989.png,27.8908
05990.png,21.4039
05991.png,20.5555
05992.png,25.9293
05993.png,29.9561
05994.png,20.6696
05995.png,26.0189
05996.png,24.6246
05997.png,24.5434
05998.png,23.1384
05999.png,20.9801
06000.png,37.3249
06001.png,33.0467
06002.png,32.1423
06003.png,34.1949
06004.png,31.9561
06005.png,32.2315
06006.png,36.2148
06007.png,30.3669
06008.png,31.4938
06009.png,30.7922
06010.png,37.6427
06011.png,31.7551
06012.png,30.9505
06013.png,32.3891
06014.png,39.4459
06015.png,30.8128
06016.png,31.4056
06017.png,31.8443
06018.png,30.6370
06019.png,34.8370
06020.png,38.2767
06021.png,31.3034
06022.png,33.2615
06023.png,31.1737
06024.png,31.2321
06025.png,32.3864
06026.png,37.0941
06027.png,30.5767
06028.png,33.0273
06029.png,36.7149
06030.png,32.1278
06031.png,33.8688
06032.png,35.3741
06033.png,32.4726
06034.png,33.1509
06035.png,33.8619
06036.png,36.0504
06037.png,35.1566
06038.png,32.7610
06039.png,30.6866
06040.png,30.3352
06041.png,36.9850
06042.png,33.1917
06043.png,33.8486
06044.png,39.7327
06045.png,31.3328
06046.png,30.3818
06047.png,30.9948
06048.png,37.8971
06049.png,31.5037
06050.png,30.4916
06051.png,32.9136
06052.png,34.7469
06053.png,30.7831
06054.png,31.6715
06055.png,38.7608
06056.png,36.4098
06057.png,33.1200
06058.png,34.6916
06059.png,36.9816
06060.png,31.9908
06061.png,38.0211
06062.png,32.1964
06063.png,39.4382
06064.png,32.8743
06065.png,32.1930
06066.png,30.6587
06067.png,32.2124
06068.png,34.2674
06069.png,32.8133
06070.png,35.3138
06071.png,31.5266
06072.png,38.2824
06073.png,34.0702
06074.png,30.1376
06075.png,30.5244
06076.png,33.0002
06077.png,34.6653
06078.png,35.3283
06079.png,38.7871
06080.png,30.4287
06081.png,33.5247
06082.png,38.4007
06083.png,31.8481
06084.png,32.1442
06085.png,30.0991
06086.png,31.9275
06087.png,36.3850
06088.png,39.0656
06089.png,39.2853
06090.png,30.0476
06091.png,30.2872
06092.png,30.9555
06093.png,32.0568
06094.png,32.7789
06095.png,30.8949
06096.png,30.8861
06097.png,32.3635
06098.png,34.2682
06099.png,32.0927
06100.png,30.6469
06101.png,35.7525
06102.png,35.8940
06103.png,30.6149
06104.png,34.3418
06105.png,39.1788
06106.png,34.9625
06107.png,30.5370
06108.png,38.3625
06109.png,38.4270
06110.png,33.2809
06111.png,31.5498
06112.png,34.0511
06113.png,31.1188
06114.png,33.1036
06115.png,34.5509
06116.png,32.2590
06117.png,34.0931
06118.png,32.9952
06119.png,31.8634
06120.png,31.9695
06121.png,36.4979
06122.png,36.8370
06123.png,34.0332
06124.png,30.7606
06125.png,38.0280
06126.png,33.8261
06127.png,30.5840
06128.png,36.7783
06129.png,39.8655
06130.png,33.9767
06131.png,34.4315
06132.png,34.0858
06133.png,30.9124
06134.png,30.8640
06135.png,32.0175
06136.png,30.4134
06137.png,31.1741
06138.png,34.1091
06139.png,33.6098
06140.png,33.0757
06141.png,30.0915
06142.png,37.8006
06143.png,31.8584
06144.png,30.7400
06145.png,31.6814
06146.png,38.8592
06147.png,39.7083
06148.png,30.8720
06149.png,32.4844
06150.png,34.1351
06151.png,30.3040
06152.png,30.4298
06153.png,33.8028
06154.png,31.1497
06155.png,39.4367
06156.png,30.5614
06157.png,37.0934
06158.png,36.6188
06159.png,35.8154
06160.png,32.6683
06161.png,37.6415
06162.png,31.6692
06163.png,39.5004
06164.png,38.0207
06165.png,30.8765
06166.png,36.8851
06167.png,37.9158
06168.png,31.1977
06169.png,36.0813
06170.png,33.7814
06171.png,30.5599
06172.png,35.0262
06173.png,32.4348
06174.png,31.1928
06175.png,36.3682
06176.png,30.7957
06177.png,34.5955
06178.png,37.1681
06179.png,30.0377
06180.png,38.0791
06181.png,32.7473
06182.png,33.3412
06183.png,31.2408
06184.png,34.5207
06185.png,34.0851
06186.png,30.1277
06187.png,31.6723
06188.png,35.9051
06189.png,34.3815
06190.png,32.4467
06191.png,33.3336
06192.png,37.0979
06193.png,36.2335
06194.png,30.3699
06195.png,32.9983
06196.png,39.7236
06197.png,36.1179
06198.png,39.4730
06199.png,33.9401
06200.png,34.7149
06201.png,32.2582
06202.png,30.3734
06203.png,30.0247
06204.png,36.2068
06205.png,32.6256
06206.png,30.9368
06207.png,30.6114
06208.png,30.3692
06209.png,32.5409
06210.png,30.0125
06211.png,33.4080
06212.png,31.7982
06213.png,38.9141
06214.png,31.0055
06215.png,39.2574
06216.png,38.8523
06217.png,30.1453
06218.png,39.1640
06219.png,36.0268
06220.png,30.3345
06221.png,30.9566
06222.png,32.2456
06223.png,34.9289
06224.png,34.9327
06225.png,34.8114
06226.png,35.6094
06227.png,34.3544
06228.png,33.2806
06229.png,36.0321
06230.png,35.7861
06231.png,34.0702
06232.png,31.9805
06233.png,32.1785
06234.png,39.1834
06235.png,30.0240
06236.png,31.7345
06237.png,37.4332
06238.png,33.2664
06239.png,36.0508
06240.png,30.4073
06241.png,31.8520
06242.png,37.5290
06243.png,35.2512
06244.png,35.7712
06245.png,31.6257
06246.png,37.1380
06247.png,30.6057
06248.png,39.0480
06249.png,36.6230
06250.png,32.5176
06251.png,34.3224
06252.png,39.5130
06253.png,32.7194
06254.png,32.8377
06255.png,33.5278
06256.png,30.1723
06257.png,37.1029
06258.png,32.2971
06259.png,32.8041
06260.png,30.9277
06261.png,31.8676
06262.png,31.3480
06263.png,38.8420
06264.png,37.0777
06265.png,31.2004
06266.png,35.8921
06267.png,31.0532
06268.png,33.2432
06269.png,30.0800
06270.png,31.0253
06271.png,31.9630
06272.png,30.5725
06273.png,35.9047
06274.png,31.0440
06275.png,35.0590
06276.png,39.1899
06277.png,38.4155
06278.png,32.3971
06279.png,36.8839
06280.png,34.1568
06281.png,31.6498
06282.png,32.3296
06283.png,36.3426
06284.png,31.8752
06285.png,32.3673
06286.png,31.4926
06287.png,39.0152
06288.png,37.8281
06289.png,34.2377
06290.png,35.1772
06291.png,30.7064
06292.png,39.8605
06293.png,37.6442
06294.png,31.5861
06295.png,31.9675
06296.png,33.5239
06297.png,39.3963
06298.png,33.3130
06299.png,30.9692
06300.png,34.4238
06301.png,38.7802
06302.png,30.4165
06303.png,33.0391
06304.png,31.3190
06305.png,35.7166
06306.png,33.6971
06307.png,35.6037
06308.png,32.3757
06309.png,34.0317
06310.png,32.6710
06311.png,30.3585
06312.png,34.3769
06313.png,39.7732
06314.png,31.0272
06315.png,31.7436
06316.png,39.5294
06317.png,37.3478
06318.png,36.6566
06319.png,33.5487
06320.png,36.6425
06321.png,33.9363
06322.png,30.5672
06323.png,32.0431
06324.png,30.2357
06325.png,31.4526
06326.png,33.0029
06327.png,32.1228
06328.png,31.1016
06329.png,32.1640
06330.png,34.7790
06331.png,30.9792
06332.png,34.1137
06333.png,32.7702
06334.png,39.3997
06335.png,32.9334
06336.png,33.3717
06337.png,34.0157
06338.png,33.5148
06339.png,39.8048
06340.png,33.7170
06341.png,35.6289
06342.png,38.9107
06343.png,32.0744
06344.png,33.3328
06345.png,30.7194
06346.png,39.8144
06347.png,35.1025
06348.png,31.5674
06349.png,30.6675
06350.png,32.7049
06351.png,34.7363
06352.png,32.5001
06353.png,37.0239
06354.png,30.8224
06355.png,31.6460
06356.png,35.2287
06357.png,31.3629
06358.png,32.2273
06359.png,33.8558
06360.png,34.3525
06361.png,32.7034
06362.png,38.8428
06363.png,32.2155
06364.png,31.2218
06365.png,32.3200
06366.png,31.8863
06367.png,30.5862
06368.png,30.7583
06369.png,31.8329
06370.png,30.2555
06371.png,33.8844
06372.png,33.9073
06373.png,34.4498
06374.png,35.4652
06375.png,33.3393
06376.png,31.4293
06377.png,38.9759
06378.png,32.5680
06379.png,30.8128
06380.png,32.3597
06381.png,36.9461
06382.png,30.8468
06383.png,34.2209
06384.png,37.7739
06385.png,35.1177
06386.png,35.1231
06387.png,30.1678
06388.png,35.3256
06389.png,31.6368
06390.png,32.4684
06391.png,37.7460
06392.png,35.1780
06393.png,35.0204
06394.png,35.2562
06395.png,33.5625
06396.png,30.9765
06397.png,34.4448
06398.png,34.3403
06399.png,32.9601
06400.png,38.5162
06401.png,33.6571
06402.png,36.0691
06403.png,32.7164
06404.png,39.9326
06405.png,35.0594
06406.png,31.0356
06407.png,35.3027
06408.png,31.6299
06409.png,38.0074
06410.png,35.3874
06411.png,37.1147
06412.png,30.6568
06413.png,32.9041
06414.png,36.9614
06415.png,31.0432
06416.png,33.7006
06417.png,30.4188
06418.png,30.8624
06419.png,34.1446
06420.png,38.9832
06421.png,31.9168
06422.png,36.6184
06423.png,30.4070
06424.png,34.4261
06425.png,33.6826
06426.png,33.2291
06427.png,38.2957
06428.png,39.7957
06429.png,35.3367
06430.png,36.8603
06431.png,35.4397
06432.png,34.3502
06433.png,31.4026
06434.png,38.4132
06435.png,38.2744
06436.png,34.2827
06437.png,35.3165
06438.png,34.5428
06439.png,31.8871
06440.png,31.9778
06441.png,30.9711
06442.png,30.4276
06443.png,30.9185
06444.png,34.2796
06445.png,32.7126
06446.png,34.4963
06447.png,39.5214
06448.png,30.6301
06449.png,34.1850
06450.png,32.1404
06451.png,31.9336
06452.png,31.4217
06453.png,34.0088
06454.png,31.3293
06455.png,30.6271
06456.png,35.0880
06457.png,39.3574
06458.png,30.1945
06459.png,32.9803
06460.png,33.0418
06461.png,31.1417
06462.png,32.9155
06463.png,31.9790
06464.png,30.6206
06465.png,37.9898
06466.png,33.5938
06467.png,33.9397
06468.png,34.6294
06469.png,30.3890
06470.png,38.7524
06471.png,36.3766
06472.png,36.3159
06473.png,33.1650
06474.png,37.4451
06475.png,32.0576
06476.png,31.0741
06477.png,36.1820
06478.png,34.8915
06479.png,36.9865
06480.png,38.1794
06481.png,36.1729
06482.png,30.9235
06483.png,36.0016
06484.png,30.0365
06485.png,36.4159
06486.png,35.7407
06487.png,31.5659
06488.png,37.4809
06489.png,37.0518
06490.png,37.2463
06491.png,34.3052
06492.png,36.2274
06493.png,30.7354
06494.png,33.5602
06495.png,30.1895
06496.png,30.9029
06497.png,31.5639
06498.png,30.8632
06499.png,38.7283
06500.png,37.5854
06501.png,33.8139
06502.png,36.1843
06503.png,30.6496
06504.png,30.9914
06505.png,32.0057
06506.png,35.5560
06507.png,31.3797
06508.png,34.3529
06509.png,38.3839
06510.png,32.0274
06511.png,33.7074
06512.png,37.9391
06513.png,39.1266
06514.png,33.8821
06515.png,35.9196
06516.png,33.1837
06517.png,31.8840
06518.png,32.9750
06519.png,38.3896
06520.png,31.0596
06521.png,33.3012
06522.png,35.9367
06523.png,30.3101
06524.png,34.0126
06525.png,30.1407
06526.png,36.6322
06527.png,33.8612
06528.png,35.3386
06529.png,34.6680
06530.png,31.2389
06531.png,34.5253
06532.png,37.9936
06533.png,36.3785
06534.png,37.6938
06535.png,36.9217
06536.png,38.8535
06537.png,32.7072
06538.png,31.2866
06539.png,30.6698
06540.png,35.9436
06541.png,32.5203
06542.png,33.3519
06543.png,32.2994
06544.png,33.9233
06545.png,31.3545
06546.png,30.8109
06547.png,39.0793
06548.png,36.0508
06549.png,38.7531
06550.png,36.3594
06551.png,33.0791
06552.png,34.6931
06553.png,32.5626
06554.png,30.3818
06555.png,33.9851
06556.png,33.0803
06557.png,37.0441
06558.png,35.3264
06559.png,30.0533
06560.png,35.6236
06561.png,37.4382
06562.png,37.2383
06563.png,34.2384
06564.png,32.4112
06565.png,30.8636
06566.png,34.8412
06567.png,34.1278
06568.png,30.8651
06569.png,32.1724
06570.png,31.7150
06571.png,36.9759
06572.png,39.5271
06573.png,35.5904
06574.png,37.4073
06575.png,32.6046
06576.png,31.0066
06577.png,32.1945
06578.png,31.6738
06579.png,36.1179
06580.png,32.7164
06581.png,33.9298
06582.png,32.4341
06583.png,35.9112
06584.png,36.5208
06585.png,31.4953
06586.png,34.5036
06587.png,31.1459
06588.png,30.8632
06589.png,35.2898
06590.png,31.4083
06591.png,30.8743
06592.png,32.9960
06593.png,34.9003
06594.png,30.3928
06595.png,34.9262
06596.png,37.1090
06597.png,35.6796
06598.png,33.4225
06599.png,34.0321
06600.png,35.9024
06601.png,31.5670
06602.png,34.9426
06603.png,35.4824
06604.png,31.4705
06605.png,36.0310
06606.png,31.8787
06607.png,31.9706
06608.png,30.4668
06609.png,36.4735
06610.png,34.9819
06611.png,36.6982
06612.png,36.9595
06613.png,36.0271
06614.png,32.0332
06615.png,33.1436
06616.png,34.0862
06617.png,30.3711
06618.png,32.4089
06619.png,30.4588
06620.png,30.7865
06621.png,33.3431
06622.png,31.9752
06623.png,39.0324
06624.png,35.3352
06625.png,31.1554
06626.png,34.7824
06627.png,32.4753
06628.png,34.5131
06629.png,39.4531
06630.png,30.8525
06631.png,30.6377
06632.png,31.6586
06633.png,32.1716
06634.png,36.0294
06635.png,39.4730
06636.png,30.6049
06637.png,34.1396
06638.png,37.2631
06639.png,35.6102
06640.png,38.2416
06641.png,31.4152
06642.png,32.7305
06643.png,34.6413
06644.png,30.4085
06645.png,32.2697
06646.png,32.7938
06647.png,31.8951
06648.png,30.4638
06649.png,32.8991
06650.png,39.1563
06651.png,31.5342
06652.png,37.8937
06653.png,34.7939
06654.png,36.6047
06655.png,32.8255
06656.png,36.5974
06657.png,33.6254
06658.png,37.9265
06659.png,39.3826
06660.png,35.4694
06661.png,37.1788
06662.png,34.6024
06663.png,31.3969
06664.png,32.9456
06665.png,38.7169
06666.png,30.1579
06667.png,30.5264
06668.png,36.0546
06669.png,33.6922
06670.png,36.2858
06671.png,35.5297
06672.png,35.4862
06673.png,30.9807
06674.png,35.2196
06675.png,32.4425
06676.png,36.0786
06677.png,31.0555
06678.png,33.7978
06679.png,33.4515
06680.png,32.9365
06681.png,37.3508
06682.png,33.4030
06683.png,37.2944
06684.png,38.1542
06685.png,31.2199
06686.png,38.8020
06687.png,30.2742
06688.png,32.4078
06689.png,33.9127
06690.png,34.2590
06691.png,36.4006
06692.png,33.5461
06693.png,30.1792
06694.png,35.9745
06695.png,30.5332
06696.png,38.4167
06697.png,30.1537
06698.png,34.2052
06699.png,39.6267
06700.png,34.4631
06701.png,33.3473
06702.png,38.2061
06703.png,39.1071
06704.png,30.1277
06705.png,32.6283
06706.png,33.7811
06707.png,30.6614
06708.png,38.7997
06709.png,38.9664
06710.png,30.6950
06711.png,30.3619
06712.png,30.2509
06713.png,31.8108
06714.png,39.2517
06715.png,32.2247
06716.png,38.0344
06717.png,33.4061
06718.png,30.2761
06719.png,33.5018
06720.png,32.4543
06721.png,35.2879
06722.png,30.6736
06723.png,37.7350
06724.png,33.6658
06725.png,37.7373
06726.png,38.5044
06727.png,35.6525
06728.png,36.3598
06729.png,30.9406
06730.png,30.9864
06731.png,30.4848
06732.png,32.2575
06733.png,38.2900
06734.png,36.3808
06735.png,35.1959
06736.png,30.5237
06737.png,37.4279
06738.png,38.0638
06739.png,32.7682
06740.png,39.2551
06741.png,37.8983
06742.png,39.0606
06743.png,32.0877
06744.png,30.3452
06745.png,31.6952
06746.png,36.7226
06747.png,33.1615
06748.png,36.2507
06749.png,34.3376
06750.png,34.3918
06751.png,35.7010
06752.png,35.1242
06753.png,33.3656
06754.png,33.1261
06755.png,30.0625
06756.png,31.4178
06757.png,38.2462
06758.png,36.4777
06759.png,38.3659
06760.png,30.0095
06761.png,31.0455
06762.png,36.5047
06763.png,32.5226
06764.png,36.0764
06765.png,35.1582
06766.png,34.5425
06767.png,30.7755
06768.png,32.3208
06769.png,31.2992
06770.png,33.4503
06771.png,32.4841
06772.png,31.7127
06773.png,31.1188
06774.png,30.6278
06775.png,33.5804
06776.png,33.2012
06777.png,30.0339
06778.png,39.7953
06779.png,32.6054
06780.png,34.9674
06781.png,30.1895
06782.png,31.6921
06783.png,39.7957
06784.png,33.2340
06785.png,32.0759
06786.png,38.1599
06787.png,30.9097
06788.png,37.2341
06789.png,35.1906
06790.png,37.3444
06791.png,38.0913
06792.png,33.0399
06793.png,35.8768
06794.png,36.5505
06795.png,38.7100
06796.png,33.7860
06797.png,38.9122
06798.png,35.0933
06799.png,34.1522
06800.png,35.0601
06801.png,38.9645
06802.png,33.4743
06803.png,31.0791
06804.png,34.6233
06805.png,33.2294
06806.png,31.3332
06807.png,30.0549
06808.png,32.3769
06809.png,34.2030
06810.png,35.0475
06811.png,36.0912
06812.png,34.1408
06813.png,31.9519
06814.png,32.6809
06815.png,35.0864
06816.png,30.3658
06817.png,34.7843
06818.png,35.9779
06819.png,33.0822
06820.png,34.4368
06821.png,31.0154
06822.png,30.3070
06823.png,34.0565
06824.png,30.8800
06825.png,31.4529
06826.png,31.5727
06827.png,30.5969
06828.png,32.4280
06829.png,33.2817
06830.png,35.2829
06831.png,32.1861
06832.png,30.6614
06833.png,31.1535
06834.png,30.9967
06835.png,37.8082
06836.png,33.3595
06837.png,30.0564
06838.png,30.0545
06839.png,32.8220
06840.png,35.0101
06841.png,30.7423
06842.png,33.4900
06843.png,36.1988
06844.png,39.3105
06845.png,34.3098
06846.png,33.2329
06847.png,38.7413
06848.png,36.1794
06849.png,34.9178
06850.png,30.4470
06851.png,31.6517
06852.png,30.9803
06853.png,36.9804
06854.png,33.0494
06855.png,36.4948
06856.png,36.5223
06857.png,33.3401
06858.png,36.0279
06859.png,30.3246
06860.png,30.7125
06861.png,34.1106
06862.png,36.2881
06863.png,30.6343
06864.png,31.7745
06865.png,32.4615
06866.png,39.4489
06867.png,32.3502
06868.png,38.7680
06869.png,35.7174
06870.png,31.6647
06871.png,37.6717
06872.png,30.9948
06873.png,37.1624
06874.png,31.0890
06875.png,31.2103
06876.png,32.1625
06877.png,32.7148
06878.png,33.6548
06879.png,35.1917
06880.png,34.5440
06881.png,36.2625
06882.png,31.2263
06883.png,34.8770
06884.png,33.0860
06885.png,37.9387
06886.png,32.5943
06887.png,30.5702
06888.png,35.5434
06889.png,33.4816
06890.png,30.9658
06891.png,30.3337
06892.png,30.1212
06893.png,39.9460
06894.png,35.2112
06895.png,30.8979
06896.png,31.3328
06897.png,30.0549
06898.png,37.0598
06899.png,33.7257
06900.png,32.1133
06901.png,32.0927
06902.png,37.1101
06903.png,32.6790
06904.png,33.5194
06905.png,33.9935
06906.png,30.9948
06907.png,35.4767
06908.png,31.4419
06909.png,34.8473
06910.png,34.5291
06911.png,30.5817
06912.png,36.4006
06913.png,32.3029
06914.png,34.1381
06915.png,35.6926
06916.png,30.0346
06917.png,37.8586
06918.png,32.2723
06919.png,33.9794
06920.png,34.8740
06921.png,38.5063
06922.png,38.8985
06923.png,31.0364
06924.png,31.9626
06925.png,30.2143
06926.png,36.5486
06927.png,35.3016
06928.png,36.2175
06929.png,31.2229
06930.png,30.8319
06931.png,32.2411
06932.png,30.6606
06933.png,33.3355
06934.png,32.4692
06935.png,36.2534
06936.png,35.9844
06937.png,38.1435
06938.png,33.3405
06939.png,31.1367
06940.png,30.0529
06941.png,32.1243
06942.png,32.3242
06943.png,37.5519
06944.png,37.4596
06945.png,38.0459
06946.png,39.5481
06947.png,32.3643
06948.png,33.2939
06949.png,30.2666
06950.png,34.8423
06951.png,39.3158
06952.png,33.4312
06953.png,33.8287
06954.png,32.6599
06955.png,32.4089
06956.png,35.3115
06957.png,36.7512
06958.png,36.5387
06959.png,36.5818
06960.png,30.5080
06961.png,36.0855
06962.png,32.2254
06963.png,31.5689
06964.png,33.5793
06965.png,32.4657
06966.png,31.8264
06967.png,31.0886
06968.png,33.1017
06969.png,30.5443
06970.png,36.4613
06971.png,34.2960
06972.png,36.4742
06973.png,33.8902
06974.png,34.9842
06975.png,33.1036
06976.png,34.6867
06977.png,30.5363
06978.png,30.7144
06979.png,35.7914
06980.png,36.2934
06981.png,34.2964
06982.png,35.1749
06983.png,31.4503
06984.png,34.2052
06985.png,32.3181
06986.png,34.6848
06987.png,31.9088
06988.png,30.1422
06989.png,31.2225
06990.png,30.7110
06991.png,32.5874
06992.png,34.2491
06993.png,33.7494
06994.png,37.1418
06995.png,35.1246
06996.png,39.7160
06997.png,33.0658
06998.png,30.3013
06999.png,32.8457
07000.png,35.0620
07001.png,32.2636
07002.png,38.8523
07003.png,32.0049
07004.png,33.5087
07005.png,32.4017
07006.png,35.5495
07007.png,35.0727
07008.png,33.7864
07009.png,35.7231
07010.png,30.2032
07011.png,33.2832
07012.png,32.0889
07013.png,37.1231
07014.png,30.4546
07015.png,32.5443
07016.png,34.0801
07017.png,38.9931
07018.png,30.7652
07019.png,39.9399
07020.png,32.1922
07021.png,38.8840
07022.png,33.6403
07023.png,35.8635
07024.png,37.1704
07025.png,30.8727
07026.png,32.7950
07027.png,33.1459
07028.png,30.1563
07029.png,34.6966
07030.png,34.6142
07031.png,39.2712
07032.png,38.3026
07033.png,33.2138
07034.png,35.3294
07035.png,38.5410
07036.png,39.1788
07037.png,36.0638
07038.png,30.9330
07039.png,39.3246
07040.png,32.3051
07041.png,36.0069
07042.png,30.9868
07043.png,38.2870
07044.png,31.5109
07045.png,31.7535
07046.png,30.3001
07047.png,34.7637
07048.png,33.7265
07049.png,34.4334
07050.png,39.6400
07051.png,30.9547
07052.png,33.1303
07053.png,30.9803
07054.png,38.3141
07055.png,30.4996
07056.png,32.6984
07057.png,35.5343
07058.png,32.1465
07059.png,31.8985
07060.png,31.3385
07061.png,33.2481
07062.png,34.2384
07063.png,37.6274
07064.png,35.5526
07065.png,32.4875
07066.png,31.1375
07067.png,34.5669
07068.png,31.8298
07069.png,34.5543
07070.png,37.8258
07071.png,35.2829
07072.png,32.6126
07073.png,34.8518
07074.png,34.3948
07075.png,31.7039
07076.png,32.5802
07077.png,36.9846
07078.png,37.6499
07079.png,38.8645
07080.png,33.8448
07081.png,34.4837
07082.png,31.4808
07083.png,32.2456
07084.png,34.8923
07085.png,30.7629
07086.png,37.5225
07087.png,39.5882
07088.png,36.6142
07089.png,33.3248
07090.png,36.7554
07091.png,32.0484
07092.png,34.7721
07093.png,38.4857
07094.png,37.6541
07095.png,31.2298
07096.png,38.3823
07097.png,34.6935
07098.png,36.5765
07099.png,31.9092
07100.png,36.9373
07101.png,36.9438
07102.png,30.0571
07103.png,36.2457
07104.png,32.4509
07105.png,31.4259
07106.png,37.1777
07107.png,32.9033
07108.png,37.1250
